Year,MNO,Latitude,Longitude,UMTS900,UMTS2100,LTE700,LTE900,LTE1800,LTE2100,LTE2300,LTE2600
2018,Optus,-26.683995,153.119992,Y,Y,Y,,Y,,,Y
2018,Optus,-27.78467725,153.2565116,Y,Y,Y,,Y,Y,,Y
2018,Optus,-26.838569,153.090522,Y,Y,,,,,,
2018,Optus,-26.719695,153.06138,Y,Y,Y,,Y,,,Y
2018,Optus,-26.50489984,153.0693496,Y,Y,Y,,Y,,,
2018,Optus,-27.30251954,152.9863859,Y,Y,Y,,Y,,Y,
2018,Optus,-27.6980948,153.0811296,Y,Y,Y,,Y,,Y,
2018,Optus,-17.13819275,145.1087398,Y,,Y,,,,,
2018,Optus,-26.65968456,152.4542835,Y,,Y,,,,,
2018,Optus,-20.06048639,147.277164,Y,,Y,,,,,
2018,Optus,-17.68670204,145.1190977,Y,,Y,,,,,
2018,Optus,-16.66046681,145.3220972,Y,,Y,,,,,
2018,Optus,-28.1930385,152.842042,Y,,Y,,,,,
2018,Optus,-28.84383081,151.2038075,Y,,Y,,,,,
2018,Optus,-16.97804552,145.7553328,Y,Y,Y,,,Y,,Y
2018,Optus,-19.2536678,146.6568222,Y,Y,Y,,,,,Y
2018,Optus,-19.32664359,146.7443849,Y,Y,Y,,Y,,,Y
2018,Optus,-19.33315503,146.8146378,Y,Y,Y,,Y,,,Y
2018,Optus,-19.29227176,146.7941988,Y,Y,Y,,,,,Y
2018,Optus,-23.34823472,150.5498112,Y,Y,Y,,,,,Y
2018,Optus,-23.85812701,151.2692557,Y,Y,Y,,,,,Y
2018,Optus,-19.98489289,148.2270722,Y,Y,Y,,,,,Y
2018,Optus,-27.45462831,152.6656464,Y,Y,Y,,,,,
2018,Optus,-27.62577991,152.5863715,Y,Y,Y,,Y,,,Y
2018,Optus,-26.32891974,151.8797047,Y,Y,Y,,Y,,,
2018,Optus,-28.21675719,152.0352489,Y,Y,Y,,,,,Y
2018,Optus,-27.58158523,151.9861165,Y,Y,Y,,,,,
2018,Optus,-28.117036,153.442243,Y,Y,Y,,Y,Y,,Y
2018,Optus,-28.116705,153.395691,Y,Y,Y,,Y,Y,,Y
2018,Optus,-27.18405692,152.9274671,Y,Y,Y,,Y,,,
2018,Optus,-19.149213,146.867223,Y,Y,Y,,Y,Y,,Y
2018,Optus,-27.4688391,153.029375,,Y,,,Y,,,
2018,Optus,-27.47421807,153.0252639,,Y,,,Y,,,
2018,Optus,-27.46920006,153.0237749,,Y,,,,Y,,
2018,Optus,-19.27286177,146.8081981,Y,Y,Y,,,,,Y
2018,Optus,-21.1768813,149.0620413,Y,Y,Y,,,,,Y
2018,Optus,-21.4236081,149.2151657,Y,Y,Y,,,,,Y
2018,Optus,-21.44503356,149.2771774,Y,,Y,,Y,,,
2018,Optus,-21.12333169,149.153917,Y,Y,Y,,,,,
2018,Optus,-21.30134139,149.1686489,Y,Y,Y,,,,,Y
2018,Optus,-19.86318535,147.2185485,Y,,Y,,,,,
2018,Optus,-19.42552345,146.8295444,Y,,Y,,Y,,,
2018,Optus,-19.29428334,146.7218138,Y,Y,Y,,,,,Y
2018,Optus,-25.52428645,152.603201,Y,,Y,,,,,Y
2018,Optus,-24.92614171,152.272991,Y,Y,Y,,,,,Y
2018,Optus,-24.852467,152.3392577,Y,Y,Y,,,,,Y
2018,Optus,-24.82422479,152.4628068,Y,Y,Y,,,,,Y
2018,Optus,-24.87382857,152.2709594,Y,Y,Y,,,,,
2018,Optus,-25.28065442,152.8197745,Y,Y,Y,,,,,Y
2018,Optus,-19.99363213,148.2612416,Y,,Y,,,,,Y
2018,Optus,-21.2106299,147.8792719,Y,,,,,,,
2018,Optus,-26.18040482,152.0606488,Y,Y,Y,,,,,
2018,Optus,-26.17479628,152.6698203,Y,Y,Y,,,,,Y
2018,Optus,-26.18823023,152.658203,Y,,Y,,,,,Y
2018,Optus,-26.47012181,152.6672506,Y,Y,Y,,,,,
2018,Optus,-26.70429023,152.8043556,Y,Y,Y,,Y,,,
2018,Optus,-26.36703111,152.8686597,Y,Y,Y,,,,,Y
2018,Optus,-26.99968274,152.8081989,Y,Y,Y,,Y,,,Y
2018,Optus,-24.386444,148.443223,Y,,Y,,,,,
2018,Optus,-23.82287194,150.9803727,Y,Y,Y,,,,,
2018,Optus,-23.89450401,151.2552062,Y,Y,Y,,Y,,,
2018,Optus,-16.82272712,145.623084,Y,Y,Y,,,,,
2018,Optus,-16.95216407,145.6934361,Y,Y,Y,,,,,Y
2018,Optus,-16.87693,145.721682,Y,Y,Y,,,,,Y
2018,Optus,-17.747145,145.957314,Y,,Y,,,,,
2018,Optus,-27.63254993,151.9406323,Y,Y,Y,,,,,
2018,Optus,-27.6009346,151.8896815,Y,Y,Y,,,,,
2018,Optus,-27.54376756,151.9050846,Y,Y,Y,,,,,Y
2018,Optus,-27.51121933,151.8790125,Y,Y,Y,,,,,Y
2018,Optus,-27.46803481,151.817766,Y,Y,Y,,,,,Y
2018,Optus,-27.68119041,151.8676806,Y,Y,Y,,,,,Y
2018,Optus,-27.54533333,152.1330011,Y,Y,Y,,,,,Y
2018,Optus,-27.31176359,152.0726204,Y,,Y,,,,,
2018,Optus,-26.8017947,151.1218727,Y,,Y,,,,,
2018,Optus,-26.98074647,151.455098,Y,,Y,,,,,
2018,Optus,-29.74725964,152.9944014,Y,,Y,,,,,
2018,Optus,-29.597791,152.592994,Y,,Y,,,,,
2018,Optus,-30.67668244,152.8518178,Y,Y,Y,,,,,Y
2018,Optus,-28.81434793,153.5912798,Y,Y,Y,,,,,Y
2018,Optus,-21.88496242,147.9665941,Y,,,,,,,
2018,Optus,-24.16943106,151.8832064,Y,,Y,,,,,Y
2018,Optus,-25.5871591,151.2910454,Y,Y,Y,,Y,Y,,Y
2018,Optus,-19.149213,146.867223,Y,Y,,,,,,
2018,Optus,-19.17782957,146.833137,Y,Y,Y,,,,,Y
2018,Optus,-26.53186383,151.8489783,Y,Y,Y,,,,,Y
2018,Optus,-26.66661423,152.0083915,Y,Y,Y,,,,,Y
2018,Optus,-16.76022,145.973387,Y,Y,,,,,,
2018,Optus,-28.81828331,153.5113045,Y,Y,Y,,,,,
2018,Optus,-27.47975087,152.9968904,,Y,,,,,,
2018,Optus,-27.45543911,153.0332132,,Y,,,Y,,,
2018,Optus,-27.46938403,153.0206019,,Y,,,,,,
2018,Optus,-12.46524874,130.84246,Y,Y,Y,,,Y,,
2018,Optus,-12.35730273,130.8809218,Y,Y,Y,,,Y,,Y
2018,Optus,-12.47828637,130.9799809,Y,Y,Y,,,Y,,Y
2018,Optus,-12.4067138,130.8780936,Y,Y,Y,,,Y,,Y
2018,Optus,-23.72400054,133.8563379,Y,,Y,,,,,Y
2018,Optus,-14.447697,132.294129,Y,,Y,,,,,
2018,Optus,-12.43546173,130.8515202,Y,Y,Y,,,Y,,Y
2018,Optus,-12.38495966,130.8556585,Y,Y,Y,,,,,
2018,Optus,-12.48215839,130.983127,Y,Y,Y,,,Y,,
2018,Optus,-25.24401432,130.982737,Y,,Y,,,,,Y
2018,Optus,-12.53065976,131.0468232,Y,Y,Y,,,Y,,Y
2018,Optus,-12.57088205,131.0977094,Y,,,,,Y,,
2018,Optus,-12.700923,131.012362,Y,,Y,,,,,
2018,Optus,-12.38736991,130.9109239,Y,Y,Y,,,Y,,Y
2018,Optus,-19.646409,134.182427,Y,,Y,,,,,Y
2018,Optus,-12.18283761,136.7757226,Y,,Y,,,,,Y
2018,Optus,-12.40523793,130.9083968,Y,Y,Y,,,,,
2018,Optus,-12.4604597,130.835763,Y,Y,Y,,,Y,,Y
2018,Optus,-23.70134977,133.8778943,Y,Y,Y,,,,,
2018,Optus,-12.37433975,130.8806237,Y,Y,Y,,,Y,,Y
2018,Optus,-12.67093902,132.8332809,Y,,Y,,,,,
2018,Optus,-12.38935,130.848997,Y,Y,Y,,,,,
2018,Optus,-12.49486042,130.9856349,Y,Y,Y,,,,,
2018,Optus,-12.43776827,130.9737081,,Y,Y,,Y,,,Y
2018,Optus,-12.477565,130.91706,Y,Y,Y,,,Y,,Y
2018,Optus,-12.43486102,130.9169977,Y,Y,Y,,,Y,,Y
2018,Optus,-12.416611,130.917947,Y,Y,Y,,,Y,,
2018,Optus,-12.42741284,130.8807245,Y,Y,,,,,,
2018,Optus,-12.42561671,130.8514293,Y,Y,Y,,,Y,,
2018,Optus,-12.43664468,130.8406321,Y,Y,Y,,,Y,,
2018,Optus,-12.45276064,130.825826,Y,Y,Y,,,Y,,
2018,Optus,-14.4666004,132.2612205,Y,Y,Y,,,,,
2018,Optus,-12.39453873,130.8681855,Y,Y,Y,,,Y,,
2018,Optus,-12.46645673,130.841001,Y,Y,Y,,,Y,,Y
2018,Optus,-23.7015079,133.8933364,Y,Y,Y,,,,,Y
2018,Optus,-23.67069272,133.8630794,Y,,Y,,,,,Y
2018,Optus,-23.80328172,133.9017785,Y,,Y,,,,,Y
2018,Optus,-12.50158064,131.0311102,Y,Y,Y,,,Y,,
2018,Optus,-12.39984283,130.8883707,Y,Y,Y,,,Y,,Y
2018,Optus,-12.38809579,130.8838077,Y,Y,Y,,,Y,,Y
2018,Optus,-12.37538869,130.8664476,Y,Y,Y,,,Y,,
2018,Optus,-12.55559926,131.1498718,Y,Y,Y,,,Y,,
2018,Optus,-12.5024144,130.9773838,Y,Y,Y,,Y,Y,,
2018,Optus,-12.64382918,131.098431,Y,Y,Y,,,Y,,
2018,Optus,-25.84094148,133.2984145,Y,,,,,,,
2018,Optus,-25.18093833,132.6753162,Y,,,,,,,
2018,Optus,-23.59735794,134.4870476,Y,,,,,,,
2018,Optus,-23.68664296,132.6713312,Y,,,,,,,
2018,Optus,-22.64613089,133.3443565,Y,,,,,,,
2018,Optus,-13.60754597,132.2189006,Y,,,,,,,
2018,Optus,-16.68486914,135.7253125,Y,,,,,,,
2018,Optus,-24.40673362,131.8166172,Y,,,,,,,
2018,Optus,-24.25243155,131.5103163,Y,,,,,,,
2018,Optus,-22.96983726,134.2399613,Y,,,,,,,
2018,Optus,-24.34153763,133.4574914,Y,,,,,,,
2018,Optus,-15.61904226,131.1276815,Y,,,,,,,
2018,Optus,-20.64236045,134.2214712,Y,,,,,,,
2018,Optus,-16.30894534,133.3843547,Y,,,,,,,
2018,Optus,-17.55729696,133.5466081,Y,,,,,,,
2018,Optus,-18.32004261,133.7940489,Y,,,,,,,
2018,Optus,-19.43826111,134.2070304,Y,,,,,,,
2018,Optus,-20.79683041,134.23536,Y,,,,,,,
2018,Optus,-21.53280699,133.8881309,Y,,,,,,,
2018,Optus,-22.13440245,133.4154517,Y,,,,,,,
2018,Optus,-25.19900281,133.1995104,Y,,,,,,,
2018,Optus,-25.31526982,131.7555873,Y,,,,,,,
2018,Optus,-19.71242196,135.8262127,Y,,,,,,,
2018,Optus,-13.24598123,131.1079311,Y,,Y,,,,,Y
2018,Optus,-12.44185826,130.7451535,Y,Y,Y,,,Y,,Y
2018,Optus,-12.43933716,130.9477349,Y,Y,Y,,,,,
2018,Optus,-12.58539173,131.2429373,Y,,Y,,,,,
2018,Optus,-12.51187835,130.9634467,Y,Y,Y,,,,,
2018,Optus,-12.81487694,130.9857624,Y,,Y,,,,,
2018,Optus,-12.61468136,131.1505505,Y,Y,Y,,,,,
2018,Optus,-12.37141785,130.9047589,Y,Y,Y,,,,,
2018,Optus,-12.44944469,130.8386131,Y,Y,Y,,,,,Y
2018,Optus,-12.401991,130.852914,Y,Y,Y,,,,,Y
2018,Optus,-12.42860492,130.8983176,Y,Y,Y,,,,,
2018,Optus,-12.46137672,130.839565,Y,Y,Y,,,,,Y
2018,Optus,-12.46691675,130.845953,Y,Y,Y,,,,,
2018,Optus,-12.51679148,130.9898428,Y,Y,Y,,,,,
2018,Optus,-12.497008,131.015494,Y,Y,Y,,,,,Y
2018,Optus,-42.88427795,147.3271026,Y,Y,Y,,Y,Y,,Y
2018,Optus,-42.80294819,147.2965889,Y,Y,Y,,,Y,,Y
2018,Optus,-42.78006603,147.1865626,Y,Y,Y,,,Y,,Y
2018,Optus,-42.86785963,147.4564172,Y,Y,Y,,,Y,,Y
2018,Optus,-42.92053207,147.2766009,Y,Y,Y,,,Y,,
2018,Optus,-42.416061,147.262423,Y,,Y,,,,,
2018,Optus,-42.24750569,147.4177621,Y,,Y,,,,,
2018,Optus,-41.805401,147.344887,Y,,Y,,,,,
2018,Optus,-41.45357181,147.2132916,Y,Y,Y,,Y,Y,,Y
2018,Optus,-41.4294187,147.1049533,Y,Y,Y,,,Y,,Y
2018,Optus,-41.305153,146.774017,Y,,Y,,,,,
2018,Optus,-41.54205018,146.5352026,Y,,Y,,,,,
2018,Optus,-41.21228999,146.3258001,Y,Y,Y,,Y,,,Y
2018,Optus,-41.071439,145.950926,Y,Y,Y,,,,,Y
2018,Optus,-41.1458075,146.0767935,Y,Y,Y,,Y,Y,,
2018,Optus,-40.84467835,145.1297848,Y,,Y,,,,,Y
2018,Optus,-43.03606517,147.0267381,Y,,Y,,,Y,,Y
2018,Optus,-42.98998698,147.312381,Y,Y,Y,,,Y,,Y
2018,Optus,-41.10456404,146.861072,Y,Y,Y,,,,,Y
2018,Optus,-41.43868902,147.1370966,Y,Y,Y,,,Y,,Y
2018,Optus,-42.85468664,147.2828445,Y,Y,Y,,,Y,,Y
2018,Optus,-42.78759134,147.0512001,Y,Y,Y,,,Y,,Y
2018,Optus,-42.76463858,147.5547291,Y,Y,Y,,,Y,,Y
2018,Optus,-41.14693419,147.4958466,Y,,Y,,,,,
2018,Optus,-40.97384133,145.7086042,Y,,Y,,,,,Y
2018,Optus,-41.5592733,147.1465232,Y,Y,Y,,Y,,,
2018,Optus,-42.86758758,147.3686697,Y,Y,Y,,,Y,,Y
2018,Optus,-42.844634,147.294189,Y,Y,Y,,,Y,,Y
2018,Optus,-42.91367957,147.3136317,Y,Y,Y,,Y,,,
2018,Optus,-41.49093521,147.0992829,Y,Y,Y,,,Y,,Y
2018,Optus,-41.522012,146.809379,Y,,Y,,,,,
2018,Optus,-41.98503846,147.4944701,Y,,Y,,,,,
2018,Optus,-40.769999,145.275389,Y,,Y,,,,,Y
2018,Optus,-41.04566856,145.854277,Y,,Y,,,,,Y
2018,Optus,-42.75341914,147.4286382,Y,Y,Y,,,Y,,Y
2018,Optus,-42.88405099,147.4134181,Y,Y,Y,,,Y,,Y
2018,Optus,-42.89686154,147.4662387,Y,Y,Y,,,Y,,Y
2018,Optus,-42.85792079,147.3805481,Y,Y,Y,,,Y,,Y
2018,Optus,-42.903949,147.336266,Y,Y,Y,,,Y,,Y
2018,Optus,-42.88340992,147.3240066,Y,Y,Y,,,,,
2018,Optus,-42.61573065,147.2204208,Y,Y,Y,,,,,
2018,Optus,-42.98936019,147.4119857,Y,Y,Y,,,Y,,Y
2018,Optus,-41.05357608,145.9033726,Y,Y,Y,,Y,,,
2018,Optus,-41.3717975,147.0542046,Y,,Y,,Y,,,
2018,Optus,-42.88238002,147.3319067,Y,Y,Y,,Y,Y,,Y
2018,Optus,-42.83195273,147.2764219,Y,Y,Y,,,Y,,Y
2018,Optus,-41.32362544,146.5132378,Y,,Y,,,,,
2018,Optus,-41.23010086,146.4094071,Y,,Y,,,,,
2018,Optus,-41.18154943,146.2608157,Y,,Y,,,,,
2018,Optus,-41.18892665,146.8764355,Y,,Y,,,,,
2018,Optus,-41.12019744,146.0569637,Y,,Y,,,,,
2018,Optus,-41.16405014,146.3099168,Y,,Y,,,,,
2018,Optus,-42.64365091,147.2589808,Y,,Y,,,,,
2018,Optus,-42.88126268,147.3029483,Y,Y,Y,,,Y,,Y
2018,Optus,-42.54911471,147.267857,Y,,Y,,,,,
2018,Optus,-42.84433632,147.416118,Y,Y,Y,,,Y,,Y
2018,Optus,-43.00894874,147.1397046,Y,,Y,,Y,,,
2018,Optus,-41.2371069,146.9252453,Y,,Y,,,,,
2018,Optus,-42.70341033,147.2471833,Y,Y,Y,,,,,
2018,Optus,-41.17957161,146.3592213,Y,Y,Y,,,,,Y
2018,Optus,-42.56795272,147.8645898,Y,,Y,,,,,
2018,Optus,-42.83172887,147.2056557,Y,,Y,,Y,,,
2018,Optus,-41.30380688,146.9627445,Y,,Y,,,,,
2018,Optus,-41.51271676,147.073732,Y,Y,Y,,,,,
2018,Optus,-41.51390172,146.648165,Y,,Y,,,,,
2018,Optus,-41.3589574,148.2363266,Y,,Y,,,,,
2018,Optus,-41.449903,148.253052,Y,,Y,,,,,
2018,Optus,-41.58595929,148.1831891,Y,,Y,,,,,
2018,Optus,-41.647436,147.96337,Y,,Y,,,,,
2018,Optus,-41.882769,148.294815,Y,,Y,,,,,
2018,Optus,-42.1230799,148.2905996,Y,,Y,,Y,,,
2018,Optus,-42.14494075,148.0363078,Y,Y,Y,,,,,
2018,Optus,-42.523951,147.949051,Y,,Y,,,,,
2018,Optus,-42.60296271,147.7174915,Y,,Y,,,,,
2018,Optus,-42.82911899,147.7951608,Y,Y,Y,,,,,
2018,Optus,-42.867196,147.649872,Y,Y,Y,,,,,
2018,Optus,-42.354038,147.980015,Y,,Y,,,,,
2018,Optus,-43.15195388,147.817802,Y,,Y,,,,,
2018,Optus,-43.17660641,147.2167702,Y,,Y,,,,,
2018,Optus,-43.1702486,147.0644727,Y,,Y,,,,,
2018,Optus,-43.31208677,147.0041055,Y,,Y,,,,,
2018,Optus,-43.14912321,146.936724,Y,,Y,,,,,
2018,Optus,-41.374164,146.327424,Y,,Y,,Y,,,
2018,Optus,-41.88371435,145.3403191,Y,,Y,,,,,
2018,Optus,-41.78562139,145.5318172,Y,,Y,,,,,
2018,Optus,-42.07458448,145.5512553,Y,,Y,,,Y,,
2018,Optus,-41.256396,147.736918,Y,,Y,,,,,
2018,Optus,-41.778815,147.726743,Y,,Y,,,,,
2018,Optus,-43.07989813,147.7111498,Y,,Y,,,,,
2018,Optus,-43.43010433,146.961028,Y,,,,,,,
2018,Optus,-43.318514,147.273906,Y,,Y,,,,,
2018,Optus,-42.487265,146.720191,Y,,Y,,,,,
2018,Optus,-42.54506633,146.8190556,Y,,Y,,,,,
2018,Optus,-43.05526,147.23786,Y,,Y,,,Y,,
2018,Optus,-40.784438,144.899391,Y,,Y,,,,,
2018,Optus,-40.919481,145.156534,Y,,Y,,,,,
2018,Optus,-41.74977,146.883819,Y,,Y,,,,,
2018,Optus,-42.66307645,146.7357606,Y,,Y,,,,,
2018,Optus,-40.92294,144.715743,Y,,Y,,,,,
2018,Optus,-41.01388473,147.1246101,Y,,Y,,,,,
2018,Optus,-41.009202,147.38379,Y,,Y,,,,,
2018,Optus,-42.84496049,147.3475188,Y,Y,Y,,,Y,,
2018,Optus,-42.82019664,147.3447553,Y,Y,Y,,,Y,,
2018,Optus,-43.34901229,147.3158389,Y,,Y,,,,,
2018,Optus,-42.390593,147.001327,Y,,Y,,,,,
2018,Optus,-41.17653985,147.741289,Y,,Y,,,,,
2018,Optus,-40.8585887,145.2517234,Y,,Y,,,,,
2018,Optus,-41.17852,146.525532,Y,,Y,,,,,
2018,Optus,-43.12931,147.232724,Y,,Y,,,Y,,
2018,Optus,-41.27360887,147.1994381,Y,,Y,,,,,
2018,Optus,-42.760835,146.627316,Y,,Y,,,,,
2018,Optus,-40.95802229,145.5280787,Y,,Y,,,,,
2018,Optus,-41.44510273,145.5196373,Y,,Y,,,,,
2018,Optus,-41.66291782,147.2507218,Y,Y,Y,,,,,
2018,Optus,-42.020095,146.753075,Y,,Y,,,,,
2018,Optus,-42.14127453,146.2571472,Y,,Y,,,,,
2018,Optus,-41.4777498,147.1415999,Y,Y,Y,,Y,Y,,
2018,Optus,-41.04080344,144.6698326,Y,,Y,,,,,
2018,Optus,-42.85521199,147.312274,,,Y,,,,,
2018,Optus,-41.74334077,145.6201936,Y,,Y,,,,,
2018,Optus,-42.87823,147.37423,Y,Y,Y,,,,,
2018,Optus,-42.83908843,147.5046296,Y,Y,Y,,,,,
2018,Optus,-41.54494508,147.2042735,Y,Y,Y,,,,,
2018,Optus,-41.468688,147.1631,Y,,Y,,Y,,,Y
2018,Optus,-41.45699775,147.124964,Y,,Y,,Y,,,Y
2018,Optus,-41.405974,147.145917,Y,,Y,,Y,,,Y
2018,Optus,-41.44036643,147.1729182,Y,,Y,,,,,Y
2018,Optus,-41.37506823,147.1186656,Y,Y,Y,,Y,,,
2018,Optus,-41.5643924,146.9884165,Y,Y,Y,,,,,Y
2018,Optus,-42.87776493,147.3214327,Y,Y,Y,,Y,,,Y
2018,Optus,-41.540106,147.193825,Y,,Y,,,,,
2018,Optus,-42.74010042,147.277159,Y,,Y,,Y,Y,,
2018,Optus,-41.231636,146.450145,Y,,,,,,,
2018,Optus,-41.167697,146.203623,Y,,,,,,,
2018,Optus,-41.427422,147.137578,Y,Y,,,Y,Y,,
2018,Optus,-42.88705195,147.3291216,,Y,,,,Y,,
2018,Optus,-42.88477792,147.3250556,Y,Y,Y,,Y,Y,,Y
2018,Optus,-37.8188916,144.9578403,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.80446302,144.8980737,Y,Y,Y,,Y,,Y,
2018,Optus,-37.83848566,144.9727762,Y,Y,Y,,Y,,Y,
2018,Optus,-37.80273466,144.9548885,,Y,,,,,,
2018,Optus,-37.74657269,144.9284561,Y,Y,Y,,Y,,Y,
2018,Optus,-37.77620528,144.9968856,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.84250251,144.8717396,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.765957,144.935624,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.74031515,144.9666528,Y,Y,Y,,Y,,Y,
2018,Optus,-37.75049,145.04214,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.81239476,145.0575719,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.83926942,145.0405262,Y,Y,Y,,Y,,Y,
2018,Optus,-37.88664268,144.9987647,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.77586863,144.8487414,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.73562749,144.905379,Y,,Y,,Y,Y,Y,Y
2018,Optus,-37.69119344,144.9679537,,Y,,,,,Y,
2018,Optus,-37.78085216,145.0778597,Y,Y,Y,,Y,,Y,
2018,Optus,-37.761066,145.127838,Y,,,,Y,,,
2018,Optus,-37.81940546,145.1237477,,Y,,,,,,
2018,Optus,-37.74007933,144.8934167,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.87870821,145.0420895,Y,,,,Y,,,
2018,Optus,-37.9341288,145.0334254,Y,,,,Y,,Y,
2018,Optus,-37.84279,144.785914,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.73216093,144.8536193,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.67331425,144.8520463,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.85967,145.162333,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.81557373,145.2355115,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.98926135,145.1998738,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.980792,145.08959,Y,,,,Y,,,
2018,Optus,-37.68940187,144.915867,Y,Y,,,Y,Y,,
2018,Optus,-38.077177,145.151907,Y,Y,Y,,Y,Y,Y,
2018,Optus,-38.143797,145.120558,,,,,Y,,,
2018,Optus,-37.69231311,145.0288526,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.926059,145.186644,Y,Y,Y,,Y,Y,Y,
2018,Optus,-38.00630827,144.4913231,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.76722,145.169574,Y,Y,Y,,Y,,Y,
2018,Optus,-37.904124,144.639154,Y,,,,Y,,,
2018,Optus,-37.880329,145.262285,Y,,Y,,Y,Y,Y,Y
2018,Optus,-38.219179,145.061269,Y,Y,Y,,Y,,Y,
2018,Optus,-38.288283,145.029705,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.81584267,144.9622014,Y,Y,Y,,Y,,Y,
2018,Optus,-37.81358973,144.9665495,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.681091,144.502544,Y,Y,Y,,Y,,Y,
2018,Optus,-38.09251,144.365532,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-38.15205489,144.3581805,Y,,,,,,,
2018,Optus,-38.00998801,145.2692115,Y,Y,Y,,Y,,Y,
2018,Optus,-37.645575,144.943881,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.56672887,144.6754856,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.694703,144.602165,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.64568,144.408875,Y,Y,Y,,Y,,Y,
2018,Optus,-37.838766,145.287556,Y,Y,Y,,Y,,Y,
2018,Optus,-37.903847,145.35097,Y,,,,Y,Y,,
2018,Optus,-37.697764,144.772807,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.84075089,144.9946144,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.82261035,145.0264702,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.717638,145.122226,Y,Y,Y,,Y,,Y,
2018,Optus,-38.232067,145.162833,Y,Y,Y,,Y,,Y,Y
2018,Optus,-38.372434,144.890731,Y,Y,Y,,Y,,Y,
2018,Optus,-38.34722497,144.7313704,Y,Y,Y,,Y,,Y,
2018,Optus,-37.69394,144.869203,Y,,,,Y,,,
2018,Optus,-37.78798665,145.1246833,Y,Y,,,Y,,,
2018,Optus,-37.76354901,145.3245467,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.788183,145.13173,Y,Y,Y,,Y,,Y,Y
2018,Optus,-38.355958,144.950958,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.7165686,145.1743053,Y,Y,Y,,Y,,Y,
2018,Optus,-37.9285,144.990103,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.968451,145.024411,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-38.198571,145.087156,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.831784,144.910918,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.77241688,144.9588021,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.79212,145.021294,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.77796498,144.8809289,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.89350724,145.1419717,Y,Y,,,Y,Y,,
2018,Optus,-37.87502729,145.1367509,Y,Y,Y,,Y,Y,Y,
2018,Optus,-38.118056,145.271675,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.72228,144.925595,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.80323836,144.8383808,Y,,,,Y,Y,,
2018,Optus,-37.94876301,145.1493998,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-38.1509463,145.1893978,Y,Y,,,Y,Y,Y,
2018,Optus,-37.961749,145.054344,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.90506696,145.0334259,Y,Y,Y,,Y,,Y,
2018,Optus,-37.75931648,144.7380511,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.90687315,145.0515591,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.8140916,144.9551623,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.820816,144.9944808,Y,Y,,,Y,,,
2018,Optus,-37.97661462,145.2174193,Y,Y,Y,,Y,Y,Y,
2018,Optus,-38.053147,145.115279,Y,Y,,,,,,
2018,Optus,-37.800295,144.976872,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.825345,145.189884,Y,,,,Y,,,
2018,Optus,-37.85005498,145.0960768,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.86265542,145.0532079,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.70451253,145.072473,Y,,,,Y,,,
