Year,MNO,Latitude,Longitude,UMTS900,UMTS2100,LTE700,LTE900,LTE1800,LTE2100,LTE2300,LTE2600
2018,Optus,-37.81394577,144.9698006,Y,Y,Y,,Y,,Y,Y
2018,Optus,-38.10357295,146.9300092,Y,,Y,,,,,
2018,Optus,-37.903641,145.492217,Y,Y,Y,,Y,Y,,
2018,Optus,-37.784519,145.528094,Y,Y,Y,,Y,,,
2018,Optus,-37.948675,145.532039,Y,Y,Y,,Y,Y,,
2018,Optus,-37.5954328,148.993385,Y,,Y,,,,,
2018,Optus,-37.57665477,149.1715992,Y,,Y,,,,,Y
2018,Optus,-34.12779948,141.9904632,Y,Y,Y,,,,,Y
2018,Optus,-37.938516,145.087773,Y,Y,Y,,Y,Y,Y,
2018,Optus,-36.38296792,141.9299598,Y,,Y,,,,,
2018,Optus,-38.380231,144.859117,Y,Y,Y,,Y,,Y,
2018,Optus,-38.374094,145.126404,Y,Y,Y,,Y,,Y,
2018,Optus,-37.969821,145.176801,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-38.0542881,145.3001612,,Y,,,Y,Y,,
2018,Optus,-37.68206777,145.1722139,Y,Y,Y,,,,Y,
2018,Optus,-37.708203,144.563958,Y,Y,Y,,Y,,Y,Y
2018,Optus,-38.65480819,146.4159343,Y,,Y,,,,,
2018,Optus,-35.1592825,142.6518607,Y,,Y,,,,,
2018,Optus,-37.86393396,145.0128193,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.21971714,145.4306598,Y,,Y,,,,,Y
2018,Optus,-38.0049706,145.498455,Y,Y,Y,,Y,Y,,
2018,Optus,-38.64599755,145.9101827,Y,Y,Y,,Y,,,
2018,Optus,-38.66346707,145.6116488,Y,Y,Y,,,Y,,
2018,Optus,-37.558648,149.745046,Y,,Y,,Y,,,Y
2018,Optus,-36.58569625,146.7183508,Y,,Y,,,,,
2018,Optus,-37.9627685,147.0942503,Y,Y,Y,,,,,Y
2018,Optus,-37.57738266,141.4090158,Y,Y,Y,,,,,Y
2018,Optus,-38.31450144,142.9243279,Y,,Y,,,,,
2018,Optus,-37.653007,144.571352,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.716131,145.148868,Y,Y,Y,,Y,,Y,
2018,Optus,-37.29720008,145.2813432,Y,,Y,,,,,
2018,Optus,-38.39045648,142.5394291,Y,Y,Y,,,,,Y
2018,Optus,-38.39993958,144.1996756,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.51247803,145.7440744,Y,,Y,,Y,,,Y
2018,Optus,-36.066168,143.948025,Y,,Y,,,,,
2018,Optus,-35.626857,144.066391,Y,,Y,,,,,
2018,Optus,-38.06695198,147.5525777,Y,Y,Y,,,,,Y
2018,Optus,-38.18363319,141.37007,Y,,Y,,,,,
2018,Optus,-37.99259,145.041803,,Y,,,,,,
2018,Optus,-37.82025587,144.9824806,,Y,,,Y,,Y,
2018,Optus,-36.80473789,144.2987144,Y,Y,Y,,,,,Y
2018,Optus,-36.79609013,144.2261605,Y,Y,Y,,,,,Y
2018,Optus,-37.590071,143.826954,Y,Y,Y,,Y,,,Y
2018,Optus,-37.53171298,143.8651815,Y,Y,Y,,,,,Y
2018,Optus,-37.56473413,143.8071881,Y,Y,Y,,,,,Y
2018,Optus,-37.54875721,143.8941506,Y,Y,Y,,Y,,,
2018,Optus,-36.462829,147.04654,Y,,Y,,,,,
2018,Optus,-36.209041,147.126525,Y,,Y,,,,,
2018,Optus,-37.81468556,144.9516003,Y,Y,Y,,Y,,Y,
2018,Optus,-37.31777918,144.1300871,Y,,Y,,,,,Y
2018,Optus,-35.69237684,142.6611202,Y,,Y,,,,,Y
2018,Optus,-36.61172163,142.6472486,Y,,Y,,,,,
2018,Optus,-37.90017212,145.3128211,Y,Y,,,Y,,Y,Y
2018,Optus,-38.50164155,142.7800224,Y,,Y,,,,,
2018,Optus,-38.255446,147.042615,Y,,Y,,,,,
2018,Optus,-36.87241584,147.2742316,Y,Y,Y,,Y,,,Y
2018,Optus,-37.14238757,147.5542855,Y,,Y,,,,,
2018,Optus,-35.02794656,142.8758708,Y,,Y,,,,,
2018,Optus,-35.92852024,141.9956984,Y,,Y,,,,,Y
2018,Optus,-35.1753124,141.8205745,Y,,Y,Y,,,,Y
2018,Optus,-35.26729419,141.205804,Y,,Y,,,,,Y
2018,Optus,-36.114619,146.846666,Y,Y,Y,,,,,Y
2018,Optus,-37.99422901,145.1719993,Y,Y,,,Y,,Y,Y
2018,Optus,-37.35963897,144.1326454,Y,Y,Y,,,,,Y
2018,Optus,-37.73471089,142.0301506,Y,Y,Y,,,,,Y
2018,Optus,-37.0371465,143.7482665,Y,,Y,,Y,,,
2018,Optus,-34.18780769,142.1317281,Y,Y,Y,,,,,Y
2018,Optus,-34.23918986,142.1712558,Y,Y,Y,,,,,Y
2018,Optus,-34.17139502,142.0610614,Y,Y,Y,,,,,Y
2018,Optus,-38.11694041,147.0685822,Y,Y,Y,,,,,Y
2018,Optus,-37.87694013,144.6781131,Y,Y,,,Y,,Y,Y
2018,Optus,-38.19556591,144.2948438,Y,Y,Y,,Y,Y,Y,
2018,Optus,-36.3646828,146.2988821,Y,Y,Y,,,,,Y
2018,Optus,-38.314969,143.068557,Y,,Y,,,,,Y
2018,Optus,-38.47685883,142.9622894,Y,,Y,,,,,Y
2018,Optus,-38.074799,145.333994,Y,Y,,,,,,
2018,Optus,-38.185801,144.376991,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-38.360806,144.893989,Y,Y,Y,,Y,,Y,
2018,Optus,-38.37029196,144.9191698,Y,Y,Y,,Y,,Y,
2018,Optus,-38.3727,144.823993,Y,Y,Y,,Y,,Y,
2018,Optus,-38.370211,144.769735,Y,Y,Y,,Y,,Y,
2018,Optus,-37.96252045,145.0169376,Y,Y,Y,,Y,,Y,
2018,Optus,-37.721378,145.053946,Y,Y,Y,,Y,,Y,Y
2018,Optus,-38.17297756,144.4273661,Y,Y,Y,,Y,Y,Y,
2018,Optus,-38.31859606,142.3767212,Y,Y,Y,,,,,Y
2018,Optus,-37.44167493,143.8139954,Y,Y,Y,,,,,
2018,Optus,-38.26337387,145.0319834,Y,Y,Y,,Y,,Y,
2018,Optus,-37.79992169,144.9558656,,Y,,,,,,
2018,Optus,-37.86601,144.972746,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.92196,145.062867,,Y,Y,,Y,Y,Y,
2018,Optus,-37.763074,144.818183,Y,Y,Y,,Y,,Y,
2018,Optus,-37.857648,144.982238,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.9743959,145.0631291,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.69223693,145.0120633,Y,Y,Y,,Y,,Y,
2018,Optus,-37.80126511,144.9050398,,Y,,,,,,Y
2018,Optus,-37.92336639,145.0806202,,Y,Y,,,,Y,
2018,Optus,-37.705164,145.071316,,Y,,,,,,
2018,Optus,-37.85301,144.991877,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.74537611,144.9661617,,Y,,,,,,
2018,Optus,-37.93984539,145.0006288,,Y,,,,,,
2018,Optus,-37.82489593,144.9901907,,Y,,,,Y,,Y
2018,Optus,-37.835482,144.946936,Y,Y,Y,,Y,,Y,
2018,Optus,-37.81453764,145.137233,,Y,Y,,Y,Y,Y,
2018,Optus,-37.69311664,144.9868929,Y,Y,Y,,Y,,Y,
2018,Optus,-37.996737,145.172013,,Y,Y,,Y,Y,Y,
2018,Optus,-37.811062,144.962096,,Y,,,,,Y,
2018,Optus,-37.7274269,145.0270429,Y,Y,Y,,Y,,Y,
2018,Optus,-37.98439551,145.0334785,,Y,,,,,,
2018,Optus,-37.831035,144.947196,,Y,,,,,,
2018,Optus,-37.84579458,144.8804087,,Y,,,,,,
2018,Optus,-37.800391,144.840197,,Y,,,,,,
2018,Optus,-37.735478,144.905947,,Y,,,,,,
2018,Optus,-37.80864644,145.0270515,,Y,Y,,,,Y,
2018,Optus,-37.86818609,145.0262804,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.91035568,145.0107394,Y,Y,Y,,Y,,Y,
2018,Optus,-37.83009725,145.1108924,,Y,,,,,,
2018,Optus,-37.695568,144.870495,,Y,Y,,,,Y,Y
2018,Optus,-37.684333,144.918023,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.8225302,145.1912017,Y,Y,Y,,Y,,Y,
2018,Optus,-37.91258677,145.1091409,Y,Y,Y,,Y,,,Y
2018,Optus,-37.979854,145.09064,,Y,,,,,,
2018,Optus,-37.93815753,145.1898216,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.780763,144.863352,,Y,,,,,,
2018,Optus,-37.88292755,145.1637322,,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.81481,144.958414,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.794517,145.0699324,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.809001,144.91849,,Y,,,,,,
2018,Optus,-37.863668,144.800192,,Y,,,,,,
2018,Optus,-37.8360869,145.0819718,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.850008,145.039885,,Y,,,,,,
2018,Optus,-37.833919,145.054424,,Y,,,,,,
2018,Optus,-37.87876721,145.0421115,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.82359648,145.0381114,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.80496779,144.9673957,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.94927677,145.1281975,Y,Y,Y,,Y,,Y,
2018,Optus,-37.91410701,145.1312312,,Y,,,,,,
2018,Optus,-37.829092,144.846006,Y,Y,Y,,Y,,Y,
2018,Optus,-37.671144,144.93007,Y,Y,Y,,Y,,Y,
2018,Optus,-37.75840617,144.9773917,Y,Y,Y,,Y,,Y,
2018,Optus,-37.776912,144.947286,,Y,,,,,,
2018,Optus,-37.86438392,144.8306676,,Y,,,,Y,,
2018,Optus,-37.72722616,144.960692,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.79956582,144.9668008,,Y,Y,,,,Y,Y
2018,Optus,-37.705954,144.917067,,Y,Y,,,Y,Y,Y
2018,Optus,-37.762391,145.081375,Y,Y,Y,,Y,,Y,
2018,Optus,-37.860708,144.97743,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.833753,144.957381,,Y,,,,,,
2018,Optus,-37.84959776,145.1659728,,Y,,,,,,
2018,Optus,-37.79212814,145.1705339,,Y,,,,Y,,
2018,Optus,-37.8200078,145.1546832,,Y,,,,,,
2018,Optus,-37.86811577,144.99753,Y,Y,Y,,Y,,,
2018,Optus,-37.85212738,145.1336023,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.91215626,145.0639002,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.85758617,145.0277006,Y,Y,Y,,Y,,Y,
2018,Optus,-37.91084466,145.1878531,,Y,,,,,,
2018,Optus,-37.867098,145.091736,,Y,,,,,,
2018,Optus,-37.8659867,145.0796613,Y,Y,Y,,Y,,Y,
2018,Optus,-37.757006,144.898848,Y,Y,Y,,Y,,Y,
2018,Optus,-37.81335466,144.8703991,,Y,,,,,,
2018,Optus,-37.9337565,145.0963803,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.81818125,144.8369235,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.77631333,145.090165,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.80091778,145.1427633,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.710612,144.974936,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.787879,144.853267,,Y,,,,,,
2018,Optus,-37.860238,144.897499,Y,Y,,,Y,Y,,
2018,Optus,-37.74452011,145.054392,,Y,,,Y,Y,,
2018,Optus,-37.80343956,145.125124,Y,Y,Y,,Y,,Y,
2018,Optus,-37.83568511,144.9225095,Y,Y,Y,,Y,,Y,
2018,Optus,-37.8790165,145.0681009,Y,Y,Y,,Y,,Y,
2018,Optus,-37.971621,145.158747,Y,Y,Y,,Y,Y,,
2018,Optus,-37.931216,145.00263,Y,Y,Y,,Y,,Y,
2018,Optus,-37.816284,144.9535,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.81785856,144.9534952,Y,Y,Y,,Y,,Y,
2018,Optus,-37.81051,144.967677,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.817204,144.969186,,Y,,,,,,
2018,Optus,-37.819659,144.959495,Y,Y,Y,,Y,,Y,
2018,Optus,-37.736075,144.936727,,Y,,,,,,
2018,Optus,-37.801524,145.158278,,Y,,,Y,Y,,Y
2018,Optus,-37.8642666,145.0693111,Y,Y,Y,,Y,,Y,
2018,Optus,-37.860449,145.00328,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.88172596,145.0215101,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.89836576,145.0119397,Y,Y,Y,,Y,,Y,
2018,Optus,-37.899862,144.992958,,Y,,,Y,Y,,
2018,Optus,-37.889449,145.028992,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.794183,144.967295,Y,Y,Y,,Y,,Y,
2018,Optus,-37.909347,145.023472,Y,Y,Y,,Y,,Y,
2018,Optus,-37.782112,144.969158,,Y,,,,,,
2018,Optus,-37.937025,145.049148,,Y,,,,,,
2018,Optus,-37.98450598,145.0755291,Y,Y,Y,,Y,,Y,
2018,Optus,-37.81257579,144.9711406,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.86038508,145.1105488,Y,Y,Y,,Y,,Y,
2018,Optus,-37.976228,145.125183,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.82556459,144.8703689,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.93358,145.024262,,Y,,,Y,Y,,
2018,Optus,-37.89939,145.10978,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.81693566,144.9614104,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.836528,145.186259,Y,Y,Y,,Y,,Y,
2018,Optus,-37.816478,145.097288,,Y,,,,,,
2018,Optus,-37.76010579,144.9443811,Y,Y,Y,,Y,,Y,
2018,Optus,-37.74753,144.943479,Y,Y,Y,,Y,Y,,
2018,Optus,-37.709446,144.9373319,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.792958,145.047186,Y,Y,Y,,Y,,,
2018,Optus,-37.859131,144.810613,Y,Y,Y,,Y,,Y,
2018,Optus,-37.85128564,144.97727,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.78520531,144.9139902,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.76918481,144.8619298,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.95972486,145.0518432,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.81578064,145.2276673,Y,Y,,,Y,,Y,Y
2018,Optus,-37.86922,145.010387,Y,Y,Y,,Y,,Y,
2018,Optus,-37.825442,145.082675,,Y,,,,,,
2018,Optus,-37.83822459,144.9661541,Y,Y,Y,,Y,,Y,
2018,Optus,-37.82178215,145.008316,Y,Y,Y,,Y,,Y,
2018,Optus,-37.811233,144.977221,Y,Y,Y,,Y,,Y,
2018,Optus,-37.816217,144.959568,,Y,,,Y,,Y,
2018,Optus,-37.703979,145.100503,Y,Y,,,Y,,,
2018,Optus,-37.75808705,145.0562488,,Y,,,Y,,,
2018,Optus,-36.45425175,146.4273655,Y,,Y,,,,,Y
2018,Optus,-37.817451,144.971485,Y,Y,,,Y,,,
2018,Optus,-37.81768291,144.9845507,Y,Y,Y,,Y,,Y,
2018,Optus,-37.5878231,144.8857333,Y,Y,Y,,Y,,Y,
2018,Optus,-37.816961,144.968632,Y,Y,,,Y,,,
2018,Optus,-37.78672365,145.1240143,Y,Y,Y,,Y,,Y,
2018,Optus,-37.91489,145.153987,Y,Y,,,Y,,,
2018,Optus,-37.81725158,144.9547383,,Y,,,Y,,,
2018,Optus,-38.50747674,145.1477527,Y,Y,Y,,Y,Y,,
2018,Optus,-36.16948887,146.8817411,Y,,Y,,,,,Y
2018,Optus,-36.25588377,144.9442829,Y,,Y,,,,,Y
2018,Optus,-37.771378,144.778498,,Y,,,,,,
2018,Optus,-38.05213789,145.2805109,Y,Y,Y,,Y,Y,,
2018,Optus,-37.87755215,144.6801251,,Y,,,,,,
2018,Optus,-38.327726,144.702565,,Y,,,,Y,,
2018,Optus,-38.38425146,144.882589,Y,Y,Y,,Y,,Y,
2018,Optus,-38.377038,144.805354,,Y,,,,,,
2018,Optus,-37.729071,144.785279,,Y,,,,,,
2018,Optus,-37.641555,144.929384,Y,Y,Y,,Y,,Y,
2018,Optus,-37.667787,145.060143,,Y,,,,,,
2018,Optus,-37.648954,145.017993,,Y,,,,,,
2018,Optus,-38.027201,145.133831,,Y,,,,,,
2018,Optus,-37.805591,145.221216,,Y,,,,,,
2018,Optus,-37.88108868,145.2636337,,Y,,,,,,
2018,Optus,-37.730471,145.12171,,Y,,,,,,
2018,Optus,-37.787362,144.802332,,Y,,,,,,
2018,Optus,-37.704754,144.796087,,Y,,,,,,
2018,Optus,-37.75169492,144.7737378,,Y,,,,,,
2018,Optus,-37.681963,144.737607,Y,Y,Y,,Y,,Y,
2018,Optus,-37.904266,144.639889,,Y,,,,,,
2018,Optus,-38.14398557,145.1204669,,Y,,,,,,
2018,Optus,-37.80540904,145.258625,,Y,,,,,,
2018,Optus,-37.747678,144.79916,,Y,,,,,,
2018,Optus,-37.879154,144.71303,,Y,,,,,,
2018,Optus,-38.395286,144.827644,,Y,,,,,,
2018,Optus,-38.02260831,145.3024818,Y,Y,Y,,Y,Y,,
2018,Optus,-37.76084,145.127742,,Y,,,,,,
2018,Optus,-38.09872611,145.1459681,,Y,,,,,,
2018,Optus,-37.863341,145.280645,Y,Y,Y,,Y,Y,Y,Y
2018,Optus,-37.922436,145.235925,,Y,,,,,,
2018,Optus,-37.979079,145.259696,,Y,,,,,,
2018,Optus,-37.78402935,145.2756956,,Y,,,,,,
2018,Optus,-38.03210759,145.2433807,,Y,,,,,,
2018,Optus,-37.65855646,144.9536131,,Y,,,,Y,,
2018,Optus,-37.72837441,144.8056597,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.82119643,145.3012333,Y,Y,Y,,Y,,Y,
2018,Optus,-38.105814,145.164461,,Y,Y,,Y,,Y,
2018,Optus,-37.801332,145.191479,Y,Y,Y,,Y,,Y,
2018,Optus,-37.81258,145.213733,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.920739,145.214817,Y,Y,Y,,Y,,Y,
2018,Optus,-37.84530727,144.9417106,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.79149419,144.907044,Y,Y,Y,,Y,,Y,Y
2018,Optus,-38.021091,145.09773,,Y,,,Y,Y,,
2018,Optus,-38.191089,144.32425,,Y,,,Y,Y,,
2018,Optus,-37.99377841,145.1184105,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.792989,144.974268,Y,Y,Y,,Y,,Y,
2018,Optus,-38.04016835,145.137009,Y,Y,Y,,Y,,Y,
2018,Optus,-37.96771586,145.0562391,Y,Y,Y,,Y,,Y,
2018,Optus,-37.96727622,145.0879096,Y,Y,Y,,Y,Y,,
2018,Optus,-37.81750663,144.9597513,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.93338801,145.141142,Y,Y,Y,,Y,,Y,
2018,Optus,-37.98293642,145.1138797,Y,Y,Y,,Y,,Y,
2018,Optus,-37.757769,144.915559,Y,Y,Y,,Y,,Y,
2018,Optus,-38.001891,145.23612,Y,Y,Y,,Y,,,
2018,Optus,-37.70855649,144.9810926,Y,Y,Y,,Y,Y,,
2018,Optus,-37.89359999,145.298476,Y,Y,Y,,Y,,Y,
2018,Optus,-37.68941806,145.1119149,Y,Y,Y,,Y,,Y,
2018,Optus,-38.00735783,145.2524913,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.95430817,145.0772506,Y,Y,Y,,Y,,Y,Y
2018,Optus,-38.17428634,144.3208945,Y,Y,Y,,Y,Y,,
2018,Optus,-38.02893849,144.4340988,Y,Y,Y,,Y,Y,Y,
2018,Optus,-38.040739,144.391594,Y,Y,Y,,Y,,Y,
2018,Optus,-38.184729,144.35171,Y,Y,Y,,Y,,Y,
2018,Optus,-37.88562881,145.2782539,Y,Y,Y,,Y,,Y,
2018,Optus,-37.798601,145.174752,Y,Y,Y,,Y,Y,,
2018,Optus,-37.90622832,145.244233,Y,Y,Y,,Y,,Y,
2018,Optus,-37.89884805,145.2165327,Y,Y,Y,,Y,,Y,Y
2018,Optus,-38.11820653,145.1930984,Y,Y,Y,,Y,,Y,
2018,Optus,-38.11418616,145.157888,Y,Y,Y,,Y,Y,,
2018,Optus,-37.83507558,144.9635801,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.761227,144.859068,Y,Y,Y,,Y,,Y,
2018,Optus,-37.96769576,145.047229,Y,Y,Y,,Y,Y,,
2018,Optus,-37.737719,144.975299,Y,Y,Y,,Y,,,
2018,Optus,-37.81019732,145.1070627,Y,Y,Y,,Y,,Y,
2018,Optus,-38.02830838,145.3120618,Y,Y,Y,,Y,,,
2018,Optus,-37.7617567,145.0268523,Y,Y,Y,,Y,,Y,
2018,Optus,-37.906571,145.207052,Y,Y,Y,,Y,Y,Y,
2018,Optus,-37.795486,144.788884,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.74568307,144.6946577,Y,Y,Y,,Y,,Y,
2018,Optus,-37.73250186,145.4749345,Y,Y,Y,,Y,,,
2018,Optus,-37.78390439,144.831409,Y,Y,Y,,Y,,Y,Y
2018,Optus,-36.359622,145.693844,Y,,Y,,,,,
2018,Optus,-37.80831069,144.9604775,,Y,,,Y,,,
2018,Optus,-37.81951149,144.9483021,,Y,,,Y,,,
2018,Optus,-38.4805599,145.9452592,Y,Y,Y,,,,,
2018,Optus,-37.8152074,145.1163427,,Y,,,Y,,,
2018,Optus,-37.55515571,143.8531259,Y,Y,Y,,,,,Y
2018,Optus,-37.82212648,144.9485301,,Y,,,Y,,,
2018,Optus,-38.43265216,144.9692194,Y,,Y,,Y,,,Y
2018,Optus,-37.82145042,144.942718,Y,Y,,,Y,,Y,Y
2018,Optus,-37.94005276,145.2117399,Y,Y,,,Y,,Y,Y
2018,Optus,-37.79385593,144.8850727,,Y,,,Y,,Y,Y
2018,Optus,-37.80163467,144.9552916,Y,Y,,,Y,,Y,Y
2018,Optus,-37.93876695,145.0492485,Y,Y,Y,,Y,,Y,
2018,Optus,-37.81295883,144.9747886,Y,Y,,,Y,,Y,
2018,Optus,-37.82046887,144.9818636,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.81772508,144.9746194,Y,Y,,,Y,,Y,Y
2018,Optus,-37.8097707,144.9613995,,Y,,,Y,,Y,Y
2018,Optus,-37.75935585,145.1285039,Y,Y,Y,,Y,,Y,
2018,Optus,-37.81946747,145.1247128,Y,Y,Y,,Y,,Y,
2018,Optus,-37.83420563,144.9677202,Y,Y,Y,,Y,,Y,
2018,Optus,-37.85275566,144.98036,Y,Y,Y,,Y,,Y,
2018,Optus,-36.63891292,145.9660056,Y,,Y,,,,,
2018,Optus,-35.74405548,143.941501,Y,,Y,,Y,,,
2018,Optus,-34.63235785,142.723322,Y,,Y,,,,,
2018,Optus,-38.22325292,143.1756372,Y,,Y,,,,,
2018,Optus,-34.21991331,142.1098003,Y,,Y,,,,,Y
2018,Optus,-36.21045532,145.0669194,Y,,Y,,,,,
2018,Optus,-36.20064226,144.7786854,Y,,Y,,,,,
2018,Optus,-36.2418332,144.8848162,Y,,Y,,,,,
2018,Optus,-36.49650665,145.3209784,Y,,Y,,,,,
2018,Optus,-38.02497172,145.6085163,Y,,Y,,Y,,,
2018,Optus,-36.35950163,144.794193,Y,,Y,,,,,
2018,Optus,-36.81177232,144.1605363,Y,,Y,,Y,,,
2018,Optus,-36.8330854,144.44945,Y,,Y,,,,,
2018,Optus,-37.21366208,145.0592064,Y,,Y,,,,,
2018,Optus,-36.56785318,145.9576366,Y,,Y,,Y,,,
2018,Optus,-36.50908364,145.9742578,Y,,Y,,Y,,,
2018,Optus,-37.79835496,147.6090312,Y,,Y,,,,,
2018,Optus,-37.85605877,147.0680817,Y,,Y,,,,,
2018,Optus,-38.10380772,147.0903478,Y,,Y,,Y,,,
2018,Optus,-37.6617923,145.2995321,Y,,Y,,Y,,Y,
2018,Optus,-37.58572858,145.197191,Y,,Y,,,,,
2018,Optus,-37.544603,142.7265413,Y,,Y,,,,,Y
2018,Optus,-37.28036402,142.7634285,Y,,Y,,,,,
2018,Optus,-34.28048314,142.1212595,Y,,Y,,,,,Y
2018,Optus,-36.16605251,144.7863761,Y,,Y,,Y,,,
2018,Optus,-38.43168989,144.8574757,Y,,Y,,Y,,Y,
2018,Optus,-38.30342359,141.5584533,Y,,Y,,Y,,,
2018,Optus,-38.08503002,145.4873034,Y,Y,Y,,Y,,,Y
2018,Optus,-37.81859165,144.9613503,Y,Y,,,Y,,Y,Y
2018,Optus,-37.8176456,144.9565503,,Y,,,Y,,,
2018,Optus,-38.32801809,143.6819224,Y,Y,Y,,,,,
2018,Optus,-37.36289682,145.0182462,Y,Y,Y,,Y,,,
2018,Optus,-37.48865418,143.7721389,Y,,Y,,Y,,,
2018,Optus,-37.43568107,143.4683956,Y,,Y,,Y,,,
2018,Optus,-37.81863,144.9927858,Y,Y,,,Y,,Y,Y
2018,Optus,-37.4176223,144.998324,Y,,Y,,Y,,,Y
2018,Optus,-36.67778027,143.0074424,Y,,Y,,,,,
2018,Optus,-36.6157056,144.3630425,Y,,Y,,,,,
2018,Optus,-37.91691171,144.6610452,,,Y,,Y,,,
2018,Optus,-38.04616163,145.343214,Y,Y,,,Y,,,Y
2018,Optus,-37.9094764,145.0750104,Y,Y,Y,,Y,,Y,
2018,Optus,-37.8602465,145.0590011,Y,Y,Y,,Y,,Y,
2018,Optus,-37.89106607,145.0363702,,,Y,,Y,,Y,
2018,Optus,-37.78714982,145.3190662,Y,Y,Y,,Y,,Y,
2018,Optus,-37.729656,144.9475417,Y,Y,,,Y,,Y,
2018,Optus,-37.94167727,145.1687812,Y,Y,,,,,,
2018,Optus,-37.75041418,144.7959591,Y,,Y,,,,,
2018,Optus,-37.89915762,145.1783021,Y,Y,Y,,Y,,Y,
2018,Optus,-37.52981477,143.8451793,Y,Y,Y,,,,,
2018,Optus,-37.59405893,145.143097,Y,Y,Y,,Y,,Y,
2018,Optus,-37.98362981,145.4172342,Y,Y,Y,,Y,,,
2018,Optus,-37.81853557,144.9542802,,,,,Y,,Y,
2018,Optus,-37.84801843,145.2249037,Y,Y,Y,,Y,,Y,
2018,Optus,-36.75055397,144.279669,Y,Y,Y,,,,,Y
2018,Optus,-38.19565399,144.3017609,Y,Y,,,Y,,Y,Y
2018,Optus,-37.69040241,144.9644317,,Y,Y,,Y,Y,,Y
2018,Optus,-37.8763436,145.1648333,,Y,,,,,,
2018,Optus,-37.88843659,145.0809339,Y,Y,,,Y,,Y,Y
2018,Optus,-37.8217228,144.9765515,Y,Y,,,Y,,Y,
2018,Optus,-37.82126547,144.9473931,Y,Y,Y,,Y,,Y,
2018,Optus,-37.8145357,144.9639005,Y,Y,Y,,Y,,Y,
2018,Optus,-37.84805766,144.9772431,Y,Y,Y,,Y,,Y,Y
2018,Optus,-37.83725551,144.95906,Y,Y,Y,,Y,,Y,
2018,Optus,-37.82691545,144.9477,Y,Y,Y,,Y,,Y,
2018,Optus,-37.81100554,144.9479903,Y,Y,Y,,Y,,Y,
2018,Optus,-37.80434538,144.9303401,Y,Y,Y,,Y,,Y,
2018,Optus,-37.81513768,144.9627374,Y,Y,,,Y,,Y,Y
2018,Optus,-37.80167818,145.0007082,,Y,,,,,,
2018,Optus,-38.02386201,145.187715,Y,Y,,,Y,Y,,
2018,Optus,-37.43206287,145.4178939,,,Y,,,,,
